"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"POST",19,-458.3460915,-402.3130514,-271.4401461,-475.0202357,-1764.154799,-334.4530215,-567.1160026,-281.1344285,-1313.576411,-479.8673637,-668.9060474,-552.5745834,-533.1859832,-334.4530215,-571.9631394
"POST",20,-496.5416139,-402.3130514,-174.4972071,-475.0202357,-1090.959044,-445.9373885,-547.7274377,-538.0331818,-1202.092044,-596.1988586,-688.294652,-610.7402602,-513.7974007,-547.7274024,-513.797436
"POST",21,-315.1129092,-310.2173199,-465.3259621,-494.4088006,-1573.177363,-378.0773409,-571.9631653,-378.0773586,-1400.824997,-596.1988586,-736.7660905,-596.198841,-562.2688569,-353.8415996,-465.3259621
"POST",22,-341.3723065,-348.9944584,-465.3259621,-567.1160026,-1277.162127,-484.7145358,-484.7145446,-581.6574218,-1405.672125,-567.1160026,-780.3904365,-368.382979,-562.2688741,-271.4401461,-513.7974184
"POST",23,-670.8085234,-378.0773498,-387.7716145,-567.1160026,-1389.361476,-295.6758653,-412.007325,-615.5874389,-1366.89503,-484.7144917,-785.2375203,-363.5359394,-683.4474799,-329.6058841,-513.7974184
"POST",24,-463.1204921,-378.0773498,-426.5487795,-615.5874588,-1310.583178,-426.5488148,-382.924513,-654.3645796,-1444.44929,-436.2431061,-780.3904276,-533.1859832,-950.0405068,-552.5745834,-450.7845341
"POST",25,-439.2482774,-252.0515371,-426.5487795,-615.5874588,-1611.37278,-445.937362,-533.1859655,-693.141791,-979.1233805,-450.7845253,-731.918967,-523.4917273,-664.058915,-198.7329617,-450.7845341
"POST",26,-584.8686776,-252.0515371,-421.7016339,-533.1859832,-1544.530748,-392.6187999,-620.4346397,-562.2688393,-1177.856298,-494.4087829,-824.0147206,-576.8102762,-1042.136238,-329.6058891,-756.1546819
"POST",27,-439.248348,-276.2873182,-421.7016339,-533.1859832,-1353.553172,-499.2559374,-610.7403154,-315.064439,-1332.964958,-494.4087829,-814.3204558,-649.5174075,-906.4161741,-363.5359019,-586.5045939
"POST",28,-472.6693638,-315.0644125,-310.217311,-518.644564,-1398.910277,-489.5617079,-610.7403154,-266.592921,-1468.685071,-499.2559815,-799.7790278,-431.3960134,-702.8361065,-198.7329705,-470.1730923
"POST",29,-465.50771,-315.0644125,-562.2688305,-518.644564,-981.1470056,-319.9116067,-630.1288868,-591.3517395,-998.511963,-499.2559815,-828.8619015,-455.6316356,-799.778966,-407.1601882,-484.7145446
"POST",30,-422.5377165,-324.7587258,-562.2688305,-436.2430354,-1539.756312,-324.7587391,-596.1988586,-625.2817942,-1129.384877,-538.0331377,-872.4861768,-455.6316356,-751.3075186,-392.6187955,-426.5487795
"POST",31,-508.4776682,-358.6887606,-300.5230021,-455.6316179,-1267.613291,-382.9244821,-475.0202225,-596.198841,-1614.099404,-538.0331377,-799.778966,-610.7402955,-916.1104146,-285.9815608,-562.2688746
"POST",32,-527.5753941,-358.6887606,-300.5230021,-455.6316179,-1341.617117,-426.5487442,-571.9631217,-450.7845606,-1240.869226,-499.2559727,-727.0718258,-615.5874588,-761.0018451,-189.0386616,-717.3775345
"POST",33,-272.142951,-378.0773409,-266.5929828,-518.6445287,-1322.519339,-455.6316532,-513.7974404,-499.2559285,-891.874724,-475.0202004,-688.2946299,-630.1288603,-843.4032678,-407.1602147,-717.3775345
"POST",34,-713.7785059,-378.0773409,-300.523011,-518.6445287,-1649.568302,-494.4088535,-702.8360612,-668.906043,-1638.335115,-557.4216937,-741.6132627,-402.3130337,-809.4732307,-426.5487972,-596.1988586
"POST",35,-458.3460319,-407.1602147,-300.523011,-571.9631658,-1830.996972,-305.3701919,-610.7403308,-290.8287374,-940.3462067,-557.4216937,-761.0017877,-630.1288957,-644.6703149,-407.1602147,-596.1988586
